,title,authors,average_rating,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,pub_year,century,is_big_book
214,Golding's Lord of the Flies (Cliffs Notes),Maureen Kelly/CliffsNotes/William Golding,3.95,eng,112.0,73,8,6/13/2000,Cliffs Notes,2000,21th,small
215,Lord of the Flies,William Golding,3.68,eng,6.0,408,96,10/11/2005,Listening Library (Audio),2005,21th,small
216,A War Like No Other: How the Athenians & Spartans Fought the Peloponnesian War,Victor Davis Hanson,4.11,eng,397.0,1693,100,9/12/2006,Random House,2006,21th,small
218,The Lovely Bones,Alice Sebold,3.81,eng,328.0,6485,966,6/1/2003,Picador,2003,21th,small
219,The Lovely Bones,Alice Sebold,3.81,eng,532.0,367,73,4/1/2004,Large Print Press,2004,21th,big
220,Lovely in Her Bones (Elizabeth MacPherson  #2),Sharyn McCrumb,3.80,eng,224.0,1371,43,5/13/1990,Ballantine Books,1990,20th,small
221,The Zen of CSS Design: Visual Enlightenment for the Web,Dave Shea/Molly E. Holzschlag,3.98,eng,296.0,793,28,2/17/2005,Peachpit Press,2005,21th,small
222,HTML  XHTML  and CSS (Visual Quickstart Guide),Elizabeth Castro,3.80,eng,456.0,549,42,8/1/2006,Peachpit Press,2006,21th,big
223,1000 Record Covers,Michael Ochs/Patrick Javault/Ulrike Wasel,3.85,mul,575.0,288,31,5/15/2005,Taschen,2005,21th,big
224,Killing Yourself to Live: 85% of a True Story,Chuck Klosterman,3.81,eng,245.0,26381,1109,6/13/2006,Scribner,2006,21th,small
225,Sex  Drugs  and Cocoa Puffs: A Low Culture Manifesto,Chuck Klosterman,3.73,eng,272.0,62089,3324,7/2/2004,Scribner,2004,21th,small
226,Vice (V  #8),Jane Feather,3.51,eng,419.0,474,19,5/2/1996,Bantam,1996,20th,big
227,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus  #1),Robert M. Pirsig,3.77,eng,540.0,166046,6446,4/25/2006,HarperTorch,2006,21th,big
228,Once Upon a Cool Motorcycle Dude,Kevin O'Malley/Carol Heyer/Scott Goto,4.08,eng,32.0,1773,274,4/1/2005,Walker & Company,2005,21th,small
229,Guidebook to Zen and the Art of Motorcycle Maintenance,Ronald L. DiSanto/Thomas J. Steele,3.72,eng,408.0,286,10,11/19/1990,William Morrow Paperbacks,1990,20th,big
230,Motorcycle Basics Techbook,John Harold Haynes,3.85,eng,222.0,40,2,7/5/2002,Haynes Manuals N. America  Inc.,2002,21th,small
232,The Death of Ivan Ilych And Other Stories,Leo Tolstoy/Hugh McLean,4.11,eng,304.0,7300,266,4/1/2003,Signet Classics,2003,21th,small
233,War and Peace,Leo Tolstoy/Henry Gifford/Aylmer Maude/Louise Maude,4.11,eng,1392.0,211671,6245,6/25/1998,Oxford University Press,1998,20th,big
234,The Kingdom of God Is Within You,Leo Tolstoy/Constance Garnett,4.13,eng,352.0,2403,210,9/8/2006,Dover Publications,2006,21th,small
236,For the New Intellectual: The Philosophy of Ayn Rand,Ayn Rand,3.68,eng,224.0,2750,108,12/1/1963,Signet Book,1963,20th,small
237,The Fountainhead,Ayn Rand,3.87,eng,752.0,1886,229,4/26/2005,Dutton,2005,21th,big
238,The Virtue of Selfishness: A New Concept of Egoism,Ayn Rand/Nathaniel Branden,3.51,eng,176.0,11462,467,11/1/1964,Signet,1964,20th,small
239,Anthem,Ayn Rand,3.63,eng,105.0,110952,7277,12/1/1999,NAL,1999,20th,small
240,We the Living,Ayn Rand/Leonard Peikoff,3.91,eng,464.0,23199,1086,1/1/1996,Signet,1996,20th,big
241,Capitalism: The Unknown Ideal,Ayn Rand/Nathaniel Branden/Alan Greenspan/Robert Hessen,3.88,eng,340.0,3501,153,7/15/1986,Signet,1986,20th,small
242,Letters of Ayn Rand,Ayn Rand/Michael S. Berliner/Leonard Peikoff,3.96,eng,681.0,18,2,2/1/1997,NAL,1997,20th,big
243,Sailing for Dummies,J.J. Isler/Peter Isler,3.95,eng,416.0,150,7,6/1/2006,For Dummies,2006,21th,big
244,Sailing from Byzantium: How a Lost Empire Shaped the World,Colin  Wells,3.88,eng,368.0,646,83,7/25/2006,Delacorte Press,2006,21th,small
245,Sailing Alone Around the Room: New and Selected Poems,Billy Collins,4.23,eng,192.0,12180,630,9/17/2002,Random House Trade Paperbacks,2002,21th,small
246,The Greatest Sailing Stories Ever Told: Twenty-Seven Unforgettable Stories,Christopher Caswell,3.62,eng,286.0,51,5,4/1/2004,Lyons Press,2004,21th,small
247,"""Natural Cures """"They"""" Don't Want You to Know about""",Kevin Trudeau,3.09,eng,571.0,1601,284,1/1/2004,Alliance Publishing,2004,21th,big
248,The Natural,Bernard Malamud/Kevin Baker,3.63,eng,231.0,8854,672,7/7/2003,Farrar Straus Giroux,2003,21th,small
249,Digging to America,Anne Tyler,3.55,eng,277.0,17155,1841,5/2/2006,Alfred A. Knopf,2006,21th,small
250,Rereading America: Cultural Contexts for Critical Thinking and Writing,Gary Colombo/Bonnie Lisle,3.77,eng,826.0,44,3,1/21/2004,Bedford Books,2004,21th,big
251,Modern Latin America,Thomas E. Skidmore/Peter H. Smith,3.59,eng,528.0,234,11,10/7/2004,Oxford University Press  USA,2004,21th,big
252,The Plot Against America,Philip Roth,3.77,eng,391.0,33321,2925,9/27/2005,Vintage International,2005,21th,small
253,Naked Pictures of Famous People,Jon   Stewart,3.59,eng,164.0,8703,417,9/22/1999,Dey Street Books,1999,20th,small
254,Collected Stories,Gabriel García Márquez/Gregory Rabassa/J.S. Bernstein,4.19,eng,352.0,6375,179,5/13/2008,Harper Perennial Modern Classics,2008,21th,small
255,Crónica de una muerte anunciada,Gabriel García Márquez,3.97,spa,118.0,7888,411,10/14/2003,Vintage Espanol,2003,21th,small
256,Cien años de soledad,Gabriel García Márquez,4.07,spa,496.0,130,5,2/7/2006,Plaza y Janes,2006,21th,big
257,Del amor y otros demonios,Gabriel García Márquez,3.98,spa,176.0,4508,278,2/7/2006,Plaza y Janes,2006,21th,small
258,Living to Tell the Tale,Gabriel García Márquez/Edith Grossman,3.99,eng,533.0,397,47,10/12/2004,Vintage,2004,21th,big
259,Memoria de mis putas tristes,Gabriel García Márquez,3.60,spa,112.0,5856,377,10/19/2004,Vintage Espanol,2004,21th,small
260,The Elegant Universe: Superstrings  Hidden Dimensions  and the Quest for the Ultimate Theory,Brian Greene,4.07,eng,425.0,32569,1058,9/2/2004,Vintage Books USA,2004,21th,big
261,Pure and Simple: The Extraordinary Teachings of a Thai Buddhist Laywoman,Upasika Kee Nanayon/Thanissaro Bhikkhu,4.29,eng,288.0,37,6,5/15/2005,Wisdom Publications,2005,21th,small
266,Three Nights in August: Strategy  Heartbreak  and Joy Inside the Mind of a Manager,H.G. Bissinger,3.88,eng,287.0,6870,237,4/4/2006,Mariner Books,2006,21th,small
267,Cryptonomicon,Neal Stephenson,4.25,eng,1139.0,83184,4249,11/1/2002,Avon,2002,21th,big
269,The Confusion (The Baroque Cycle  #2),Neal Stephenson,4.26,eng,815.0,19320,565,6/14/2005,William Morrow Paperbacks,2005,21th,big
270,Quicksilver (The Baroque Cycle  #1),Neal Stephenson,3.93,eng,927.0,30872,1735,9/21/2004,HarperCollins Perennial,2004,21th,big
271,The Cobweb,Neal Stephenson/J. Frederick George,3.61,eng,448.0,2465,137,5/31/2005,Spectra Books,2005,21th,big
272,The Big U,Neal Stephenson,3.25,eng,308.0,4657,223,2/6/2001,William Morrow Paperbacks,2001,21th,small
273,The Diamond Age: Or  A Young Lady's Illustrated Primer,Neal Stephenson/Pedro Jorge Romero,4.19,eng,499.0,71042,2767,5/2/2000,Spectra,2000,21th,big
274,Interface,Neal Stephenson/George F. Jewsbury/Stephen  Bury,3.68,eng,640.0,4731,270,5/31/2005,Spectra,2005,21th,big
275,Odalisque (The Baroque Cycle  Vol. 1  Book 3),Neal Stephenson,4.20,eng,464.0,1567,65,3/28/2006,HarperTorch,2006,21th,big
276,Snow Crash,Neal Stephenson/Guy Abadia,4.03,eng,438.0,188100,6612,8/2/2000,Bantam Books,2000,21th,big
277,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume II: The Endgame,Dan Harrington/Bill Robertie,4.16,eng,450.0,1474,30,6/1/2005,Two Plus Two Publishing LLC,2005,21th,big
278,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume I: Strategic Play,Dan Harrington/Bill Robertie,4.24,eng,381.0,1929,72,12/1/2004,Two Plus Two Publishing LLC,2004,21th,small
279,The Design of Everyday Things,Donald A. Norman,4.17,eng,240.0,18602,1379,9/19/2002,Basic Books,2002,21th,small
280,Emotional Design: Why We Love (or Hate) Everyday Things,Donald A. Norman,3.95,eng,272.0,3702,149,5/11/2005,Basic Books,2005,21th,small
281,The Psychology of Everyday Things,Donald A. Norman,4.17,eng,257.0,265,31,6/13/1988,Basic Books,1988,20th,small
282,No Price Too High: A Pentecostal Preacher Becomes Catholic - The Inspirational Story of Alex Jones as Told to Diane Hanson,Alex C. Jones/Diane M. Hanson/Stephen K. Ray,4.27,eng,259.0,51,7,4/30/2006,Ignatius Press,2006,21th,small
283,The Alchemist,Paulo Coelho/Alan R. Clarke/James Noel Smith,3.86,eng,192.0,920,76,5/2/2006,HarperOne,2006,21th,small
285,Fullmetal Alchemist  Vol. 9 (Fullmetal Alchemist  #9),Hiromu Arakawa/Akira Watanabe,4.57,eng,192.0,9013,153,9/19/2006,VIZ Media LLC,2006,21th,small
286,Fullmetal Alchemist  Vol. 3 (Fullmetal Alchemist  #3),Hiromu Arakawa/Akira Watanabe,4.56,eng,192.0,16666,299,9/13/2005,VIZ Media LLC,2005,21th,small
287,Fullmetal Alchemist  Vol. 8 (Fullmetal Alchemist  #8),Hiromu Arakawa/Akira Watanabe,4.57,eng,192.0,11451,161,7/18/2006,VIZ Media LLC,2006,21th,small
288,Fullmetal Alchemist  Vol. 1 (Fullmetal Alchemist  #1),Hiromu Arakawa/Akira Watanabe,4.50,eng,192.0,111091,1427,5/3/2005,VIZ Media LLC,2005,21th,small
289,Fullmetal Alchemist  Vol. 4 (Fullmetal Alchemist  #4),Hiromu Arakawa/Akira Watanabe,4.55,eng,200.0,10752,294,11/8/2005,VIZ Media LLC,2005,21th,small
290,The Illustrated Alchemist: A Fable about Following Your Dream,Paulo Coelho/Alan R. Clarke/Mœbius,3.86,eng,198.0,251,32,11/1/1998,HarperCollins Publishers,1998,20th,small
291,Fullmetal Alchemist  Vol. 2 (Fullmetal Alchemist  #2),Hiromu Arakawa/Akira Watanabe,4.52,eng,192.0,14923,419,7/5/2005,VIZ Media LLC,2005,21th,small
292,Pompeii,Robert   Harris,3.82,eng,274.0,26922,1726,11/8/2005,Random House Trade Paperbacks,2005,21th,small
293,The Last Days of Pompeii,Edward Bulwer-Lytton/John Gregory Betancourt,3.60,eng,360.0,1156,68,12/3/2002,Borgo Press,2002,21th,small
295,The Game: Penetrating the Secret Society of Pickup Artists,Neil Strauss,3.74,eng,464.0,20529,1592,9/6/2005,It Books,2005,21th,big
296,The Westing Game,Ellen Raskin,4.02,eng,182.0,142121,8782,4/12/2004,Puffin,2004,21th,small
297,The Egypt Game,Zilpha Keatley Snyder,3.83,eng,215.0,30231,1130,7/7/2009,Turtleback Books,2009,21th,small
300,Memoirs of a Geisha,Arthur Golden,4.11,eng,497.0,2122,256,12/1/2005,Vintage,2005,21th,big
301,Memoirs of a Geisha: A Portrait of the Film,David        James/Peggy Mulloy/Rob Marshall/Arthur Golden,4.08,eng,144.0,145,8,10/20/2005,Newmarket Press,2005,21th,small
302,Memoirs of a Geisha,Arthur Golden,4.11,eng,497.0,4189,462,6/4/1998,Vintage,1998,20th,big
303,Geisha of Gion,Mineko Iwasaki/Rande Brown,3.93,eng,334.0,1556,158,5/6/2003,Pocket Books,2003,21th,small
304,Love As A Foreign Language #5,J. Torres/Eric  Kim,3.44,eng,58.0,9,2,2/1/2006,Oni Press,2006,21th,small
305,Jungle Love,Margaret Johnson/Philip Prowse,3.41,eng,95.0,59,7,8/1/2002,Cambridge University Press,2002,21th,small
308,Ángeles y demonios (Robert Langdon  #1),Dan Brown,3.89,spa,508.0,196,20,12/1/2005,Umbriel,2005,21th,big
309,Angeles & Demonios,Dan Brown/Raúl Amundaray,3.89,spa,18.0,65,7,12/1/2005,FonoLibro,2005,21th,small
311,The Da Vinci Code,Dan Brown,3.84,eng,467.0,1120,105,3/28/2006,Broadway Books,2006,21th,big
312,Da Vinci Code (Robert Langdon  #2),Dan Brown/Daniel Roche,3.84,fre,744.0,377,16,5/3/2005,Pocket,2005,21th,big
313,Deception Point,Dan Brown,3.71,eng,736.0,4919,410,4/1/2006,Pocket Books,2006,21th,big
314,Deception Point,Dan Brown,3.71,eng,585.0,3353,183,5/1/2004,Corgi Books,2004,21th,big
315,Deception Point,Dan Brown,3.71,eng,448.0,61,4,8/1/2005,Bantam Press,2005,21th,big
316,A Killing Rain (Louis Kincaid  #6),P.J. Parrish,4.04,eng,383.0,456,41,2/1/2005,Pinnacle,2005,21th,small
317,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,Thomas J. Stanley/William D. Danko,4.03,eng,258.0,61760,2600,10/1/1998,Gallery Books,1998,20th,small
318,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,Napoleon Hill,4.18,eng,320.0,88897,2334,9/1/2005,Tarcherperigee,2005,21th,small
319,Think and Grow Rich,Napoleon Hill,4.18,eng,368.0,48,9,8/7/2004,High Roads Media,2004,21th,small
320,Pragmatic Version Control: Using Subversion (The Pragmatic Starter Kit Series),Mike   Mason,3.58,eng,256.0,173,14,6/7/2006,Pragmatic Bookshelf,2006,21th,small
321,Read My Lips: Sexual Subversion and the End of Gender,Riki Anne Wilchins,3.95,eng,288.0,253,17,6/1/2005,Firebrand Books,2005,21th,small
322,Trump: The Art of the Deal,Donald J. Trump/Tony Schwartz,3.66,eng,384.0,12748,948,12/28/2004,Ballantine Books,2004,21th,small
323,The Richest Man in Babylon,George S. Clason,4.26,eng,194.0,76451,3400,2/1/2008,Berkley Books,2008,21th,small
324,The Richest Man in Babylon,George S. Clason,4.26,eng,4.0,86,15,6/17/2005,Recorded Books  Inc.,2005,21th,small
325,Shibumi,Trevanian/Gisela Stege,4.21,eng,480.0,9498,637,5/10/2005,Broadway Books,2005,21th,big
326,1776,David McCullough,4.07,eng,386.0,166916,6243,7/4/2006,Simon  Schuster,2006,21th,small
327,1776,Peter  Stone/Sherman Edwards,4.22,eng,192.0,1299,30,11/18/1976,Penguin Books,1976,20th,small
328,The Crescent Obscured: The United States and the Muslim World  1776-1815,Robert J. Allison,3.62,eng,284.0,31,5,7/15/2000,University of Chicago Press,2000,21th,small
329,The Good Earth (House of Earth  #1),Pearl S. Buck,3.98,eng,418.0,200744,7656,3/4/2009,Howard Publishing Co,2009,21th,big
330,Purpose Driven Life - For Commuters: What on Earth Am I Here For?,Rick Warren,3.93,eng,5.0,26,2,3/15/2005,Zondervan,2005,21th,small
331,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,3.74,eng,399.0,190039,4922,7/5/2005,Harper Perennial,2005,21th,small
332,Fast Food Nation: What The All-American Meal is Doing to the World,Eric Schlosser,3.74,eng,384.0,811,77,4/4/2002,Penguin Books,2002,21th,small
334,The Broker,John Grisham,3.78,eng,422.0,72361,2334,9/26/2006,Delta,2006,21th,big
335,The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,4.51,eng,1344.0,11208,1237,7/12/1975,Vintage,1975,20th,big
336,The Power Broker: A Novel (Christian Gillette  #3),Stephen W. Frey,3.75,eng,320.0,28,1,7/25/2006,Ballantine Books,2006,21th,small
337,Body For Life: 12 Weeks to Mental and Physical Strength,Bill Phillips/Michael D'Orso,3.74,eng,201.0,3877,275,6/10/1999,HarperCollins Publishers  Inc.,1999,20th,small
338,Body for Life for Women: A Woman's Plan for Physical and Mental Transformation,Pamela Peeke/Cindy Crawford,3.65,eng,288.0,401,63,4/1/2005,Rodale Books,2005,21th,small
339,Eating for Life: Your Guide to Great Health  Fat Loss and Increased Energy!,Bill Phillips,3.95,eng,405.0,814,51,11/26/2003,High Point Media,2003,21th,big
340,The Warren Buffett Way,Robert G. Hagstrom/Bill Miller/Kenneth L. Fisher,4.13,eng,245.0,228,16,10/1/2005,John Wiley & Sons,2005,21th,small
341,The Warren Buffett CEO: Secrets from the Berkshire Hathaway Managers,Robert P. Miles/Tom Osborne,4.07,eng,432.0,39,1,4/18/2003,Wiley,2003,21th,big
342,Monkey Business: True Story of the Scopes Trial,Marvin N. Olasky/John R. Perry,3.15,eng,368.0,26,8,5/15/2005,B Books,2005,21th,small
343,Junie B. Jones and a Little Monkey Business (Junie B. Jones  #2),Barbara Park/Denise Brunkus,3.99,eng,68.0,11178,623,2/16/1993,Random House Books for Young Readers,1993,20th,small
344,Monkey Business,Sarah Mlynowski,3.67,eng,392.0,3379,67,9/24/2004,Red Dress Ink,2004,21th,small
345,Liar's Poker,Michael   Lewis,4.15,eng,256.0,22843,936,10/1/1990,Penguin Books,1990,20th,small
346,Liar's Poker: A Harry Garnish Mystery,Frank McConnell,3.31,eng,214.0,13,1,6/1/1993,Walker & Company,1993,20th,small
347,Risotto: 30 Simply Delicious Vegetarian Recipes from an Italian Kitchen,Ursula Ferrigno/Jason Lowe/Maxine  Clark,4.08,eng,64.0,8,2,3/1/2001,Ryland Peters & Small,2001,21th,small
348,Giada's Family Dinners,Giada De Laurentiis/Victoria Pearson,3.96,eng,256.0,14103,74,4/4/2006,Clarkson Potter,2006,21th,small
349,Everyday Italian: 125 Simple and Delicious Recipes,Giada De Laurentiis,3.95,eng,256.0,40125,217,2/22/2005,Clarkson Potter,2005,21th,small
350,Everyday Pasta,Giada De Laurentiis/Victoria Pearson,4.09,eng,240.0,8822,55,4/3/2007,Clarkson Potter,2007,21th,small
351,Tyler's Ultimate: Brilliant Simple Food to Make Any Time,Tyler Florence/Petrina Tinslay,4.09,eng,256.0,3697,34,9/26/2006,Clarkson Potter,2006,21th,small
352,Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody Who Likes to Cook,Tyler Florence/JoAnn Cianciulli/Bill Bettencourt/Bobby Flay,4.06,eng,304.0,1426,16,3/25/2003,Clarkson Potter Publishers,2003,21th,small
353,Eat This Book: Cooking with Global Fresh Flavors,Tyler Florence/Petrina Tinslay,3.92,eng,287.0,275,15,10/1/2004,Clarkson Potter Publishers,2004,21th,small
355,Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta,Steven D. Levitt/Stephen J. Dubner,3.97,spa,250.0,193,23,8/1/2006,Ediciones B,2006,21th,small
356,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt/Stephen J. Dubner,3.97,eng,496.0,98,5,12/8/2006,Harper,2006,21th,big
357,The Last Assassin (John Rain  #5),Barry Eisler,4.27,eng,338.0,189,25,6/1/2006,Putnam Publishing Group,2006,21th,small
358,Life of Pi,Yann Martel,3.91,eng,401.0,4318,668,5/3/2004,Mariner Books / Harvest Books,2004,21th,big
359,L'Histoire de Pi,Yann Martel/Nicole Martel/Emile Martel,3.91,fre,448.0,177,26,11/24/2005,Gallimard,2005,21th,big
360,Shadows and Wind: A View of Modern Vietnam,Robert Templer,3.49,eng,400.0,102,8,9/1/1999,Penguin Books,1999,20th,small
361,A Million Little Pieces,James Frey,3.65,eng,515.0,206011,10821,9/22/2005,Anchor Books,2005,21th,big
362,A Million Little Pieces of Feces,Python Bonkers,3.56,eng,256.0,43,6,2/10/2006,Lulu.com,2006,21th,small
363,A Million Little Lies,James Pinocchio/Pablo Fenjves,3.41,eng,191.0,201,24,3/28/2006,William Morrow Paperbacks,2006,21th,small
364,The Leadership Challenge,James M. Kouzes/Barry Z. Posner,4.05,eng,458.0,873,40,8/7/2003,Jossey-Bass,2003,21th,big
365,Lincoln on Leadership: Executive Strategies for Tough Times,Donald T. Phillips,4.14,eng,193.0,5354,281,2/1/1993,Business Plus,1993,20th,small
366,Leadership in Organizations,Gary Yukl,3.68,eng,542.0,55,4,7/7/2005,Prentice Hall,2005,21th,big
367,Leadership,Rudolph W. Giuliani,3.72,eng,397.0,1820,147,10/1/2002,Little  Brown,2002,21th,small
368,Men Are from Mars  Women Are from Venus,John Gray,3.55,eng,368.0,132062,3303,4/3/2012,Harper Paperbacks,2012,21th,small
369,Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,John Gray,3.62,eng,368.0,18,1,10/21/1998,Harper,1998,20th,small
370,Men Are from Mars  Women Are from Venus,John Gray,3.55,eng,2.0,43,3,4/3/2007,HarperAudio,2007,21th,small
371,How to Succeed with Women,Ron  Louis/David Copeland,3.76,eng,320.0,82,13,10/29/1998,Prentice Hall Press,1998,20th,small
372,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.05,eng,512.0,184418,4432,6/25/2002,Bantam,2002,21th,big
373,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.05,eng,468.0,495,67,5/4/1980,Crown Publishing Group,1980,20th,big
374,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,4.26,eng,317.0,85094,4155,3/17/2004,W. W. Norton  Company,2004,21th,small
376,The 48 Laws of Power,Robert Greene/Joost Elffers,4.18,eng,452.0,60946,3167,9/1/2000,Penguin (Business),2000,21th,big
377,Gates of Fire,Steven Pressfield,4.42,eng,392.0,21934,1629,9/27/2005,Bantam,2005,21th,small
378,Fire Sea (The Death Gate Cycle  #3),Margaret Weis/Tracy Hickman,4.07,eng,414.0,16312,175,3/1/1992,Spectra Books,1992,20th,big
379,The Gate of Fire (Oath Of Empire Book Two),Thomas Harlan,3.58,eng,721.0,146,4,6/18/2001,Tor Classics,2001,21th,big
380,The Afghan Campaign,Steven Pressfield,3.96,eng,354.0,3002,198,7/1/2006,Doubleday Books,2006,21th,small
381,Tides of War,Steven Pressfield,3.90,eng,448.0,3422,157,8/28/2001,Bantam,2001,21th,big
382,Last of the Amazons,Steven Pressfield,3.76,eng,400.0,2138,125,7/1/2003,Bantam,2003,21th,small
